neighborhood,tract_id,intersection_area_m2,neighborhood_area_m2,tract_area_m2,frac_of_neighborhood,frac_of_tract
Monument Avenue Park,51760050100,0.09623655892651915,431653.4199328438,1683370.581314876,2.2294867706942188e-07,5.7168968018526884e-08
Mosby,51760020400,454468.624226801,454468.6242268008,1754081.165147273,1.0000000000000004,0.25909212940476656
Museums,51760040200,614636.592038456,614636.5920384561,4053091.4066305445,0.9999999999999998,0.1516463682592892
Newtowne West,51760040200,425040.33872467274,427984.1059550005,4053091.4066305445,0.9931217837546582,0.1048681848204409
Newtowne West,51760011100,2943.767230322137,427984.1059550005,2505520.527759378,0.006878216245328637,0.0011749124374385678
North Highland Park,51760010800,730574.9873374947,1181241.6911292365,1469637.8745151663,0.6184805301268058,0.49711224785800484
North Highland Park,51760010900,450643.7649087688,1181241.6911292365,1881098.42255181,0.38150005057641084,0.23956416076169293
Northern Barton Heights,51760011100,428915.9721635288,1296631.8443230754,2505520.527759378,0.33079240961219053,0.17118836880857538
Northern Barton Heights,51760011000,299742.4570136234,1296631.8443230754,1304079.636864637,0.23117005673272514,0.2298498101958604
Northern Barton Heights,51760010700,296127.6880165044,1296631.8443230754,1049228.9766873682,0.22838224227872636,0.28223361591808155
Northern Barton Heights,51760010600,271775.11220270424,1296631.8443230754,897573.8534239664,0.2096008311014359,0.3027885796427406
Northern Barton Heights,51760010402,60.31949961895868,1296631.8443230754,2206820.8843515893,4.652014361906198e-05,2.7333210432563868e-05
Northern Barton Heights,51760010800,10.29542709687634,1296631.8443230754,1469637.8745151663,7.94013130400265e-06,7.005417644311053e-06
Northrop,51760060500,723154.3004821086,728943.310657568,4322746.708556418,0.9920583533852073,0.16729046350337887
Northrop,51760071002,3846.960262850439,728943.310657568,2262893.7464453746,0.005277447788608085,0.001700018071503961
Northrop,51760060400,1933.2564566858266,728943.310657568,2371762.513870002,0.0026521355343008322,0.0008151138427140982
Northrop,51760060600,8.514979022104392,728943.310657568,2034808.1297108077,1.1681263683486121e-05,4.184659426987135e-06
Northrop,51760070602,0.27847688062728326,728943.310657568,2111514.6706515197,3.820281722265532e-07,1.3188489026285462e-07
Oak Grove,51760060200,893170.8543846165,1381739.653011575,1533732.7052554043,0.6464103801594628,0.5823510519949964
Oak Grove,51760060700,488568.57575637597,1381739.653011575,7811275.926171071,0.35358945854344903,0.06254657758529117
Oak Grove,51760061000,0.22287058367093993,1381739.653011575,4051070.3946906766,1.6129708891626698e-07,5.501523349558023e-08
Oakwood,51760020900,383386.8712296211,383386.8712296213,2743977.6934007304,0.9999999999999996,0.1397193833432637
Oakwood Cemetery,51760020900,1641897.4347271293,1643456.6966617983,2743977.6934007304,0.9990512302892822,0.5983639876795991
Oakwood Cemetery,51760021000,1366.9916173152917,1643456.6966617983,812987.0628908629,0.000831778300025754,0.001681443259938811
Oakwood Cemetery,51760020200,149.01383315440202,1643456.6966617983,1001404.1242280848,9.067098236119032e-05,0.00014880489259944558
Oakwood Cemetery,51760020300,0.008793399807053237,1643456.6966617983,811424.7318650569,5.350551569088774e-09,1.0836987661001702e-08
Oakwood Cemetery,51760020800,0.0062367807016799216,1643456.6966617983,795112.8937686451,3.79491635791081e-09,7.843893301892101e-09
Oakwood Cemetery,51760021100,2.3309249169780542e-05,1643456.6966617983,1552064.589931711,1.4183062576048682e-11,1.5018221097877197e-11
Old Town Manchester,51760061000,1136328.4133835856,1475165.2163094194,4051070.3946906766,0.770305861892854,0.2805007819347832
Old Town Manchester,51760060200,212627.68973613318,1475165.2163094194,1533732.7052554043,0.1441382208482972,0.13863412379976955
Old Town Manchester,51760060700,126209.1131896834,1475165.2163094194,7811275.926171071,0.08555591725883722,0.016157298037165684
Oregon Hill,51760041200,306021.8313303183,419262.1699282509,318619.82595448283,0.7299056611348655,0.960460732202006
Oregon Hill,51760041300,99025.05752410853,419262.1699282509,3221234.1444265633,0.2361888685093026,0.030741341077438734
Oregon Hill,51760061000,14215.2810738226,419262.1699282509,4051070.3946906766,0.0339054703558284,0.0035090185281532295
Oxford,51760070300,1877917.1286582395,1891186.9069912408,3539771.463646478,0.9929833596647977,0.5305193140134851
Oxford,51760070400,11589.706812098624,1891186.9069912408,7802046.963650795,0.006128271494083637,0.001485470013971241
Oxford,51760070100,1670.3840366873915,1891186.9069912408,10257469.734835906,0.0008832464049494015,0.00016284562176328114
Parnell Industrial Area,51760070900,1229883.308398096,1465430.6238370622,8187195.674095676,0.8392640964317966,0.15022033885051167
Parnell Industrial Area,51760060900,233969.84753623034,1465430.6238370622,3094151.120809558,0.1596594500827389,0.07561681327155545
Parnell Industrial Area,51760060800,1577.4679027343673,1465430.6238370622,7711586.873324584,0.0010764534854635073,0.000204558144600697
Peter Paul,51760020300,201832.26007617076,302791.4415541596,811424.7318650569,0.6665718787830054,0.24873811722778033
Peter Paul,51760020200,100172.34057102069,302791.4415541596,1001404.1242280848,0.33082949787767724,0.10003188337998589
Peter Paul,51760020400,786.8409069713796,302791.4415541596,1754081.165147273,0.002598623339327902,0.0004485772509308691
Pine Camp,51760010300,443707.07717096846,454987.4244215659,1243482.026261026,0.9752073427854883,0.3568262892429034
Pine Camp,51760010200,10820.360728175872,454987.4244215659,3948136.764527247,0.02378166988226543,0.002740624596744817
Piney Knolls,51760070801,2045255.5719963352,2055323.0571232093,6647953.854469337,0.9951017505048741,0.30765189060711295
Piney Knolls,51760070802,8939.172426109295,2055323.0571232093,3030409.171223563,0.004349278521022996,0.002949823578609353
Piney Knolls,51760070700,1128.31270076306,2055323.0571232093,4555459.300238117,0.0005489709741019179,0.0002476836310894233
Pocoshock,51760070700,454671.6233376819,454671.6233376817,4555459.300238117,1.0000000000000004,0.09980807496489233
Powhite Park,51760071100,463479.9200497471,464956.30422054935,4439249.89561082,0.9968246818950498,0.10440500781629787
Powhite Park,51760071001,1476.3024282867739,464956.30422054935,2750170.8392499443,0.0031751422980738817,0.0005368038985859536
Providence Park,51760010700,284577.6996759299,524624.7075838859,1049228.9766873682,0.5424405209326265,0.2712255437077236
Providence Park,51760010800,240030.91633970328,524624.7075838859,1469637.8745151663,0.4575288065351422,0.163326572145461
Providence Park,51760010500,6.969986042666164,524624.7075838859,800397.1397255146,1.328566104857287e-05,8.70815960818704e-06
Randolph,51760041300,621056.8428729794,899988.4167554615,3221234.1444265633,0.6900720401624109,0.19280090022252588
Randolph,51760041400,278931.57388248603,899988.4167554615,626012.9113392226,0.3099279598375935,0.4455684041496377
Reedy Creek,51760060400,460277.3731314114,460332.6663671858,2371762.513870002,0.9998798841798241,0.19406554005290244
Reedy Creek,51760060500,55.293235774845435,460332.6663671858,4322746.708556418,0.0001201158201767515,1.2791227315123124e-05
Rosedale,51760010200,779751.8960820137,785602.1823178125,3948136.764527247,0.9925531186553757,0.19749870447443374
Rosedale,51760010402,4744.58095217073,785602.1823178125,2206820.8843515893,0.0060394192620143805,0.002149961959221166
Rosedale,51760010401,1105.7052836290693,785602.1823178125,1384203.917293669,0.0014074620826113747,0.000798802307821013
Sauer's Gardens,51760050100,814522.9075474766,908200.7539388958,1683370.581314876,0.8968533708157196,0.48386428786895813
Sauer's Gardens,51760050200,92566.25790529224,908200.7539388958,1694395.0253835348,0.10192268339772832,0.05463086028852062
Sauer's Gardens,51760040700,702.1716432760674,908200.7539388958,684963.3201567322,0.0007731458493408274,0.0010251229848561782
Sauer's Gardens,51760040200,402.7257898619613,908200.7539388958,4053091.4066305445,0.00044343256500870167,9.936262212175452e-05
Scott's Addition,51760040200,842743.9565091665,1027573.880012398,4053091.4066305445,0.8201297959218257,0.20792621531567299
Scott's Addition,51760050100,184676.08345739418,1027573.880012398,1683370.581314876,0.17972049217051528,0.10970613690607817
Scott's Addition,51760010200,144.89752083533256,1027573.880012398,3948136.764527247,0.00014100934604681107,3.670022835510429e-05
Sherwood Park,51760010402,634466.2718734189,688173.5899254795,2206820.8843515893,0.921956728885983,0.28750238697321306
Sherwood Park,51760010200,28339.654772406047,688173.5899254795,3948136.764527247,0.041180968272082154,0.007177982036242724
Sherwood Park,51760010600,25367.66327965633,688173.5899254795,897573.8534239664,0.0368623028419375,0.028262480221417488
Shockoe Bottom,51760020500,867043.7501427496,1371540.7703256293,1550204.3857878211,0.632167682435643,0.5593093130762328
Shockoe Bottom,51760021100,448820.60959897505,1371540.7703256293,1552064.589931711,0.32723825591594824,0.2891765023894544
Shockoe Bottom,51760060700,50419.435516735226,1371540.7703256293,7811275.926171071,0.03676116423776795,0.0064546990777535895
Shockoe Bottom,51760020800,5241.033749096829,1371540.7703256293,795112.8937686451,0.0038212744837709126,0.006591559249222561
Shockoe Slip,51760030500,195065.30588720908,197126.81770194176,2403167.0645333817,0.989542205171446,0.0811700978954139
Shockoe Slip,51760020500,2061.5118147339012,197126.81770194176,1550204.3857878211,0.010457794828560227,0.0013298322683342372
South Garden,51760070801,1436802.9080634667,1455945.2012025476,6647953.854469337,0.9868523258133134,0.21612708805093794
South Garden,51760070700,8670.930916252904,1455945.2012025476,4555459.300238117,0.005955533840896685,0.0019034152968504558
South Garden,51760070802,6363.7309197660725,1455945.2012025476,3030409.171223563,0.004370858817014477,0.00209995764934827
South Garden,51760070602,2428.3729149887236,1455945.2012025476,2111514.6706515197,0.0016679013145432897,0.0011500620614866178
South Garden,51760070601,1591.752217450242,1455945.2012025476,3492927.154365332,0.0010932775602649904,0.00045570724698937065
South Garden,51760070900,87.50617062271262,1455945.2012025476,8187195.674095676,6.0102653966946224e-05,1.0688173839497025e-05
Southampton,51760070100,1507516.9274033445,1507555.8579733276,10257469.734835906,0.9999741763664828,0.14696771878191275
Southampton,51760070300,22.379813206920026,1507555.8579733276,3539771.463646478,1.4845097174048447e-05,6.322389294552245e-06
Southern Barton Heights,51760011000,446585.90082106367,595955.9033943507,1304079.636864637,0.7493606461106784,0.3424529363059283
Southern Barton Heights,51760011100,149253.11937921596,595955.9033943507,2505520.527759378,0.25044322663660823,0.05956970526706846
Southern Barton Heights,51760030100,116.79200672967437,595955.9033943507,672682.8078433793,0.00019597424249758927,0.0001736212154791193
Southern Barton Heights,51760010900,0.09118733639268754,595955.9033943507,1881098.42255181,1.5301020742192037e-07,4.8475579639786774e-08
Southwood,51760070601,509927.0627167323,513617.26533440826,3492927.154365332,0.9928152675800855,0.1459884618777246
Southwood,51760070801,2687.577348116275,513617.26533440826,6647953.854469337,0.00523264603725195,0.0004042713603238161
Southwood,51760070602,1002.6252695594469,513617.26533440826,2111514.6706515197,0.0019520863826621036,0.0004748369895294553
Stadium,51760041600,453658.7619070245,466264.8428183113,3260982.2386773634,0.9729636898311053,0.13911721337403726
Stadium,51760040800,12207.054796240838,466264.8428183113,568881.6382270679,0.026180517326710697,0.02145798699758423
Stadium,51760050600,399.02611504405775,466264.8428183113,6261607.434662799,0.0008557928421799231,6.372582746646527e-05
Stonewall Court,51760050400,606323.006226231,606517.7740616761,1892058.8714020902,0.9996788753046084,0.3204567338736779
Stonewall Court,51760050200,189.36615016481227,606517.7740616761,1694395.0253835348,0.00031221863276434804,0.0001117603317573175
Stonewall Court,51760050600,5.401685275907031,606517.7740616761,6261607.434662799,8.906062619951744e-06,8.626675070692807e-07
Stony Point,51760070100,2340042.070303997,2340053.309201445,10257469.734835906,0.9999951971617895,0.2281305361649631
Stratford Hills,51760070400,4659351.22798617,5559394.435682502,7802046.963650795,0.8381040924314561,0.5971959986518628
Stratford Hills,51760070300,815989.2009727213,5559394.435682502,3539771.463646478,0.14677663375265548,0.23052030600081003
Stratford Hills,51760050600,66464.5922386675,5559394.435682502,6261607.434662799,0.011955365464279733,0.010614621394298052
Stratford Hills,51760070100,17445.673431362437,5559394.435682502,10257469.734835906,0.003138052828090207,0.0017007774706967267
Swansboro,51760060400,816675.209592065,1502195.6462292012,2371762.513870002,0.5436543579673367,0.34433262386776536
Swansboro,51760061000,438364.52166043455,1502195.6462292012,4051070.3946906766,0.2918158648381211,0.1082095542538471
Swansboro,51760060500,247141.5919239844,1502195.6462292012,4322746.708556418,0.16452024244934882,0.057172350957967036
Swansboro,51760060700,14.323052702114671,1502195.6462292012,7811275.926171071,9.534745183204516e-06,1.8336380429382093e-06
Swansboro West,51760060400,795059.8762185704,806788.7999304567,2371762.513870002,0.9854622130191975,0.33521900762369006
Swansboro West,51760070602,11707.467013677504,806788.7999304567,2111514.6706515197,0.014511191794787756,0.005544582368478216
Swansboro West,51760060500,21.456698219681726,806788.7999304567,4322746.708556418,2.6595186028278087e-05,4.963672328339403e-06
Swanson,51760070700,964689.4177582877,970759.0978222556,4555459.300238117,0.9937474909299494,0.2117655661434321
Swanson,51760070601,6069.680063966092,970759.0978222556,3492927.154365332,0.00625250907004885,0.0017377058826951
The Diamond,51760040200,1567886.4156907718,1862285.1711770005,4053091.4066305445,0.8419153199291368,0.3868371715293247
The Diamond,51760010200,280718.1191806795,1862285.1711770005,3948136.764527247,0.15073852464993864,0.07110141718059074
The Diamond,51760011100,7072.545461450143,1862285.1711770005,2505520.527759378,0.0037977778972380243,0.0028227848796652795
The Diamond,51760010402,5158.15571930754,1862285.1711770005,2206820.8843515893,0.002769799061465696,0.0023373694511791407
The Diamond,51760010600,1427.529747215233,1862285.1711770005,897573.8534239664,0.0007665473415722934,0.0015904315191108218
The Fan,51760041100,870545.0908711011,2472555.1763253254,874023.59225297,0.3520831806734005,0.996020128732564
The Fan,51760040500,610322.7967606324,2472555.1763253254,614206.7109930292,0.246838898724875,0.9936765356631851
The Fan,51760041000,482801.51385414554,2472555.1763253254,485203.6108877782,0.19526420218119375,0.9950493009950244
The Fan,51760040400,469939.21321519907,2472555.1763253254,469956.27313837776,0.19006217443188295,0.9999636989138059
The Fan,51760040200,13091.170512516697,2472555.1763253254,4053091.4066305445,0.0052945918610288,0.0032299223479392925
The Fan,51760041400,12084.109874382113,2472555.1763253254,626012.9113392226,0.004887296344319133,0.01930329176203524
The Fan,51760041300,10608.062012940729,2472555.1763253254,3221234.1444265633,0.0042903236758931595,0.0032931670090778674
The Fan,51760041600,3150.4699501372857,2472555.1763253254,3260982.2386773634,0.0012741757920320578,0.0009661107358300421
The Fan,51760040300,12.749274269962282,2472555.1763253254,518169.3613065531,5.156315374490475e-06,2.4604454107080464e-05
The Museum District,51760040700,682557.932952619,1641373.8521571264,684963.3201567322,0.4158455016543536,0.9964882977915331
The Museum District,51760040900,429092.19803016697,1641373.8521571264,669991.7544958609,0.2614225866131871,0.6404439982295601
The Museum District,51760040600,301461.33241153345,1641373.8521571264,301461.3324115334,0.18366402755554254,1.0000000000000002
The Museum District,51760040800,214461.4011933229,1641373.8521571264,568881.6382270679,0.13065969152090087,0.37698773660843854
The Museum District,51760040200,6602.95091651638,1641373.8521571264,4053091.4066305445,0.004022819608000121,0.0016291147309716386
The Museum District,51760040500,3883.9142323956703,1641373.8521571264,614206.7109930292,0.0023662581363114517,0.006323464336813067
The Museum District,51760041000,2402.097033632738,1641373.8521571264,485203.6108877782,0.0014634673450389466,0.0049506990049756954
The Museum District,51760041100,806.5927046745562,1641373.8521571264,874023.59225297,0.0004914131558843318,0.0009228500372574644
The Museum District,51760050100,105.43268227422791,1641373.8521571264,1683370.581314876,6.423441078683334e-05,6.263189071052598e-05
Three Chopt,51760050500,2509443.944033638,2514994.174554782,4304410.308646677,0.9977931437864557,0.5829936655882177
Three Chopt,51760050400,4972.666210945063,2514994.174554782,1892058.8714020902,0.0019772078445570757,0.0026281773184256793
Three Chopt,51760050600,133.41634835924285,2514994.174554782,6261607.434662799,5.30483727195356e-05,2.1307044517144438e-05
Union Hill,51760020500,254790.70983950965,467241.6025258019,1550204.3857878211,0.5453082697734298,0.16435943039215686
Union Hill,51760020700,134323.68762583338,467241.6025258019,490305.90788178606,0.2874822937420599,0.2739589416862975
Union Hill,51760020600,76244.25501483981,467241.6025258019,473838.4973054235,0.16317950842279605,0.16090768362726515
Union Hill,51760020400,1850.7310983500706,467241.6025258019,1754081.165147273,0.003960972414154559,0.0010551000347778564
Union Hill,51760020300,32.21894726484041,467241.6025258019,811424.7318650569,6.895564755080049e-05,3.970663698009952e-05
University of Richmond,51760050500,1037794.5447949333,1038910.1008242427,4304410.308646677,0.9989262246767797,0.24110028328624178
Upper Shockoe Valley,51760020400,578636.655023241,867133.1250512617,1754081.165147273,0.667298524651603,0.3298802053864243
Upper Shockoe Valley,51760020500,227759.84315729822,867133.1250512617,1550204.3857878211,0.2626584506777248,0.1469224608350915
Upper Shockoe Valley,51760010900,49218.61191693753,867133.1250512617,1881098.42255181,0.056760156537703374,0.026164825469456227
Upper Shockoe Valley,51760030100,11517.903948038409,867133.1250512617,672682.8078433793,0.013282740118315182,0.017122340297301194
Upper Shockoe Valley,51760020100,0.11100575087845543,867133.1250512617,872280.9973279315,1.2801465850113058e-07,1.2725916444184918e-07
VCU,51760040300,512237.98008899775,524059.89198242215,518169.3613065531,0.9774416778038397,0.9885531996669978
VCU,51760041200,5279.942327645363,524059.89198242215,318619.82595448283,0.010075074258540016,0.016571292485733895
VCU,51760040200,3828.990170814251,524059.89198242215,4053091.4066305445,0.0073063980460895146,0.0009447085660467265
VCU,51760041300,2685.051150588959,524059.89198242215,3221234.1444265633,0.005123557806402441,0.00083354733937447
VCU,51760040400,17.05992317829095,524059.89198242215,469956.27313837776,3.255338452587242e-05,3.630108619332695e-05
VCU,51760041100,10.868321195334174,524059.89198242215,874023.59225297,2.073870059817269e-05,1.2434814450853564e-05
Virginia Union,51760011100,821417.8331242086,1050724.2621932616,2505520.527759378,0.7817634584830057,0.3278431862854388
Virginia Union,51760010600,224494.41953354792,1050724.2621932616,897573.8534239664,0.21365683425349155,0.25011247673622755
Virginia Union,51760010402,4812.009535506717,1050724.2621932616,2206820.8843515893,0.004579707263504338,0.0021805165836649163
Walmsley,51760070900,1204172.8362849755,1270424.052339892,8187195.674095676,0.9478511006361273,0.14708001179145916
Walmsley,51760070802,56622.694292959844,1270424.052339892,3030409.171223563,0.04456991678382589,0.01868483465224525
Warwick,51760070700,552586.2465615361,557518.7334473983,4555459.300238117,0.9911527871801503,0.12130198299272525
Warwick,51760070601,4932.486885855003,557518.7334473983,3492927.154365332,0.008847212819836808,0.0014121356294792928
Washington Park,51760010300,456008.23222593404,456933.85860890587,1243482.026261026,0.9979742661535527,0.36671879656924844
Washington Park,51760010500,22.476091924466026,456933.85860890587,800397.1397255146,4.918893949529691e-05,2.808117471805796e-05
Washington Park,51760010401,2.28251635335224,456933.85860890587,1384203.917293669,4.995288290303451e-06,1.6489740599888706e-06
Westhampton,51760050400,957489.4098928247,957558.0455383187,1892058.8714020902,0.9999283222089629,0.5060568803460578
Westhampton,51760050500,53.5681556186418,957558.0455383187,4304410.308646677,5.594246308956334e-05,1.2444946410204988e-05
Westhampton,51760050600,7.409122874134238,957558.0455383187,6261607.434662799,7.73751827229334e-06,1.183262117826017e-06
Westlake Hills,51760071100,1108982.7321504185,1108982.7321504194,4439249.89561082,0.9999999999999991,0.24981308964987378
Westover,51760071002,1600726.8037372152,1603756.602167868,2262893.7464453746,0.9981108115617062,0.7073804531263068
Westover,51760060600,2609.239742528979,1603756.602167868,2034808.1297108077,0.0016269549500229372,0.0012823025937584646
Westover,51760060500,328.90504039882023,1603756.602167868,4322746.708556418,0.0002050841380507646,7.608704894686233e-05
Westover,51760071100,60.928065995796366,1603756.602167868,4439249.89561082,3.7990843444346376e-05,1.3724856096980987e-05
Westover,51760071001,30.725581725789365,1603756.602167868,2750170.8392499443,1.9158506773569162e-05,1.1172244751954817e-05
Westover Hills,51760060600,1002310.5238550239,1024498.3456262843,2034808.1297108077,0.9783427451435299,0.4925823271590108
Westover Hills,51760041600,18559.22368420091,1024498.3456262843,3260982.2386773634,0.01811542572365552,0.005691298610607715
Westover Hills,51760060500,3628.598087056125,1024498.3456262843,4322746.708556418,0.003541829132811272,0.0008394195477319317
Westover Hills West,51760071100,805472.0307161055,864320.7715722013,4439249.89561082,0.9319133095123355,0.18144327299810104
Westover Hills West,51760050600,48206.49579149186,864320.7715722013,6261607.434662799,0.05577384852594037,0.007698741304769752
Westover Hills West,51760060600,9016.116444260007,864320.7715722013,2034808.1297108077,0.010431447144165785,0.004430941823267338
Westover Hills West,51760041600,1626.128620344176,864320.7715722013,3260982.2386773634,0.0018813948175585838,0.0004986622131998256
Whitcomb,51760020100,837865.790442569,1167833.021964359,872280.9973279315,0.7174534155861022,0.9605457335528493
Whitcomb,51760020400,272050.44853508286,1167833.021964359,1754081.165147273,0.23295320770899175,0.15509570135099274
Whitcomb,51760010900,57915.59529031881,1167833.021964359,1881098.42255181,0.04959235969616753,0.030788179180839047
Whitcomb,51760020200,1.187696400696473,1167833.021964359,1001404.1242280848,1.0170087489893912e-06,1.1860310657418036e-06
Willow Oaks,51760070400,1772751.8832501008,1820322.9259809733,7802046.963650795,0.9738667013133198,0.2272162538253398
Willow Oaks,51760050600,37402.20050648028,1820322.9259809733,6261607.434662799,0.02054701392409493,0.005973258607594979
Willow Oaks,51760071100,10168.842224407186,1820322.9259809733,4439249.89561082,0.005586284762593533,0.002290666771082506
Willow lawn,51760050200,356955.0100004662,584602.7814292265,1694395.0253835348,0.6105941013961461,0.21066811732386173
Willow lawn,51760050400,227636.58058869294,584602.7814292265,1892058.8714020902,0.38938675596474426,0.1203115738253986
Wilton,51760050600,2973150.401382303,2980771.3000724944,6261607.434662799,0.9974433131820593,0.4748222293406059
Wilton,51760070400,7513.370603610961,2980771.3000724944,7802046.963650795,0.0025206129042601257,0.0009629999202280173
Wilton,51760050400,78.65249512269013,2980771.3000724944,1892058.8714020902,2.6386625206964804e-05,4.1569792732932e-05
Wilton,51760050300,12.778652598471098,2980771.3000724944,695638.9641050154,4.2870288633550355e-06,1.8369661933631998e-05
Wilton,51760050500,0.3719247472950527,2980771.3000724944,4304410.308646677,1.2477466731043984e-07,8.640550519729315e-08
Windsor,51760060800,469684.8980877638,484122.30761704023,7711586.873324584,0.9701781774933268,0.06090638746643275
Windsor,51760060700,14437.409529278933,484122.30761704023,7811275.926171071,0.0298218225066784,0.0018482780106266019
Windsor Farms,51760050600,3011741.623447648,3036088.1761603807,6261607.434662799,0.9919809467643581,0.48098537873443614
Windsor Farms,51760070400,22308.140245904026,3036088.1761603807,7802046.963650795,0.007347658879300481,0.0028592676191051057
Windsor Farms,51760041600,2001.9328309579237,3036088.1761603807,3260982.2386773634,0.0006593790149697457,0.0006139048557866101
Windsor Farms,51760050300,36.479635864774416,3036088.1761603807,695638.9641050154,1.201534136960039e-05,5.2440472352936454e-05
Woodhaven,51760070601,1173244.0129093258,1173244.0129093255,3492927.154365332,1.0000000000000002,0.33589134873398335
Woodland Heights,51760060500,1131295.9957387664,1414631.3461618244,4322746.708556418,0.7997108213445128,0.2617076761632797
Woodland Heights,51760061000,282763.37502368574,1414631.3461618244,4051070.3946906766,0.1998848504176575,0.06979966958714783
Woodland Heights,51760041300,565.2998291587061,1414631.3461618244,3221234.1444265633,0.0003996092909240819,0.00017549169163526903
Woodland Heights,51760060400,6.6755702122229525,1414631.3461618244,2371762.513870002,4.718946904672443e-06,2.8146031371962422e-06
Woodville,51760020200,158733.44176834694,301494.6928574444,1001404.1242280848,0.526488344666819,0.15851087281141757
Woodville,51760020300,142761.25108910375,301494.6928574444,811424.7318650569,0.4735116553332018,0.17593899407153576
Worthington,51760070700,1014821.1412120999,1016603.8081654074,4555459.300238117,0.9982464486764765,0.22277032332591679
Worthington,51760070601,1782.6669533152467,1016603.8081654074,3492927.154365332,0.0017535513235311395,0.0005103647670084775
